Rank,FAA Region,ST,Locid,City,Airport Name,Arpt Category,Hub,CY 12 Enplanements,CY 11 Enplanements,% Change
189,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,183501,219753,-0.165
221,SW,TX,LRD,Laredo,Laredo International,P,N,102247,101780,0.0046
233,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,86090,85244,0.0099
242,SW,TX,ABI,Abilene,Abilene Regional,P,N,74523,80434,-0.0735
244,SW,TX,TYR,Tyler,Tyler Pounds Regional,P,N,73841,72602,0.0171
246,SW,TX,CLL,College Station,Easterwood Field,P,N,70551,71555,-0.014
258,SW,TX,ACT,Waco,Waco Regional,P,N,59836,61164,-0.0217
263,SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,56301,54955,0.0245
291,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,38836,37248,0.0426
324,SW,TX,BIF,Fort Bliss/El Paso/,Biggs AAF (Fort Bliss),GA,None,24026,29923,-0.1971
342,SW,TX,GGG,Longview,East Texas Regional,P,N,18787,21112,-0.1101
389,SW,TX,DRT,Del Rio,Del Rio International,P,N,11632,8438,0.3785
431,SW,TX,SKF,San Antonio,Lackland AFB (Kelly Field Annex),GA,None,8152,9281,-0.1216
467,SW,TX,BPT,Beaumont,Jack Brooks Regional,CS,None,5571,13670,-0.5925
490,SW,TX,VCT,Victoria,Victoria Regional,CS,None,4597,5200,-0.116
545,SW,TX,FTW,Fort Worth,Fort Worth Meacham International,GA,None,2894,2177,0.3294
637,SW,TX,AFW,Fort Worth,Fort Worth Alliance,GA,None,1348,1309,0.0298
666,SW,TX,EFD,Houston,Ellington,GA,None,1010,1032,-0.0213
676,SW,TX,DYS,Abilene,Dyess AFB,GA,None,916,642,0.4268
685,SW,TX,TKI,McKinney,Collin County Regional at McKinney,GA,None,834,22,36.9091
700,SW,TX,2F0,Iraan,Iraan Municipal,GA,None,720,24,29
798,SW,TX,SGR,Houston,Sugar Land Regional,GA,None,291,43,5.7674
804,SW,TX,ADS,Dallas,Addison,GA,None,270,45,5
809,SW,TX,07TA,Danbury,Salaika Aviation,GA,None,260,500,-0.48
815,SW,TX,NFW,Fort Worth,Fort Worth NAS Jrb/Carswell Field,GA,None,249,517,-0.5184
901,SW,TX,PSX,Palacios,Palacios Municipal,GA,None,100,0,0
943,SW,TX,RND,Universal City,Randolph AFB,GA,None,69,0,0
960,SW,TX,GKY,Arlington,Arlington Municipal,GA,None,58,25,1.32
987,SW,TX,FWS,Fort Worth,Fort Worth Spinks,GA,None,45,0,0
1003,SW,TX,DWH,Houston,David Wayne Hooks Memorial,GA,None,40,0,0
1014,SW,TX,UVA,Uvalde,Garner Field,GA,None,35,0,0
1021,SW,TX,E41,Big Lake,Reagan County,GA,None,32,40,-0.2
1054,SW,TX,GLE,Gainesville,Gainesville Municipal,GA,None,26,0,0
1066,SW,TX,E38,Alpine,Alpine-Casparis Municipal,GA,None,25,0,0
1075,SW,TX,ERV,Kerrville,Kerrville Municipal/Louis Schreiner Field,GA,None,24,0,0
1078,SW,TX,MRF,Marfa,Marfa Municipal,GA,None,24,0,0
1091,SW,TX,OZA,Ozona,Ozona Municipal,GA,None,22,20,0.1
1100,SW,TX,LLN,Levelland,Levelland Municipal,GA,None,21,0,0
1107,SW,TX,E11,Andrews,Andrews County,GA,None,20,20,0
1111,SW,TX,LBX,Angleton,Texas Gulf Coast Regional,GA,None,20,30,-0.3333
1126,SW,TX,MDD,Midland,Midland Airpark,GA,None,19,0,0
1133,SW,TX,EDC,Austin,Austin Executive,GA,None,18,0,0
1135,SW,TX,GTU,Georgetown,Georgetown Municipal,GA,None,18,0,0
1143,SW,TX,BWD,Brownwood,Brownwood Regional,GA,None,17,0,0
1147,SW,TX,GLS,Galveston,Scholes International at Galveston,GA,None,17,0,0
1154,SW,TX,COT,Cotulla,Cotulla-La Salle County,GA,None,16,12,0.3333
1176,SW,TX,DZB,Austin,Horseshoe Bay Resort,GA,None,14,0,0
1186,SW,TX,OCH,Nacogdoches,A L Mangham Jr. Regional,GA,None,14,0,0
1198,SW,TX,PRX,Paris,Cox Field,GA,None,13,0,0
1223,SW,TX,BYY,Bay City,Bay City Municipal,GA,None,10,10,0
1230,SW,TX,FST,Fort Stockton,Fort Stockton-Pecos County,GA,None,10,30,-0.6667
1243,SW,TX,T90,Winnie-Stowell (CCD),Chambers County-Winnie Stowell,GA,None,10,0,0
1250,SW,TX,BMQ,Burnet,Burnet Municipal Kate Craddock Field,GA,None,9,0,0
1261,SW,TX,PKV,Port Lavaca,Calhoun County,GA,None,9,0,0
1295,SW,TX,89TE,Lajitas,Lajitas International,GA,None,7,0,0
1321,SW,TX,49F,Rankin,Rankin,GA,None,6,20,-0.7
1341,SW,TX,SNK,Snyder,Winston Field,GA,None,6,0,0
1342,SW,TX,T57,Garland,Garland/DFW Heloplex,GA,None,6,12,-0.5
1399,SW,TX,ALI,Alice,Alice International,GA,None,4,0,0
1417,SW,TX,GYI,Grayson (County),North Texas Regional/Perrin Field,GA,None,4,0,0
1421,SW,TX,JCT,Junction,Kimble County,GA,None,4,0,0
1431,SW,TX,RKP,Rockport,Aransas County,GA,None,4,0,0
1435,SW,TX,SWW,Sweetwater,Avenger Field,GA,None,4,0,0
1458,SW,TX,CXO,Conroe,Lone Star Executive,GA,None,3,1,2
1484,SW,TX,11R,Brenham,Brenham Municipal,GA,None,2,0,0
1498,SW,TX,6R3,Cleveland,Cleveland Municipal,GA,None,2,0,0
1509,SW,TX,AXH,Houston,Houston-Southwest,GA,None,2,20,-0.9
1536,SW,TX,HQZ,Mesquite,Mesquite Metro,GA,None,2,0,0
1539,SW,TX,IKG,Kingsville,Kleberg County,GA,None,2,0,0
1540,SW,TX,IWS,Houston,West Houston,GA,None,2,1,1
1541,SW,TX,JAS,Jasper,Jasper County-Bell Field,GA,None,2,0,0
1574,SW,TX,T82,Fredericksburg,Gillespie County,GA,None,2,0,0
1575,SW,TX,TDW,Amarillo,Tradewind,GA,None,2,0,0
1577,SW,TX,TME,Katy,Houston Executive,GA,None,2,0,0
1578,SW,TX,TX25,Athens,Lochridge Ranch,GA,None,2,0,0
1581,SW,TX,VHN,Van Horn,Culberson County,GA,None,2,6,-0.6667
1587,SW,TX,81R,San Saba,San Saba County Municipal,GA,None,1,0,0
1593,SW,TX,BAZ,New Braunfels,New Braunfels Regional,GA,None,1,0,0
1594,SW,TX,BKD,Breckenridge,Stephens County,GA,None,1,0,0
1601,SW,TX,DTO,Denton,Denton Municipal,GA,None,1,2,-0.5
1602,SW,TX,F46,Rockwall,Ralph M Hall/Rockwall Municipal,GA,None,1,0,0
1628,SW,TX,UTS,Huntsville,Huntsville Municipal,GA,None,1,0,0
1009,WP,UM,MDY,Sand Island,Henderson Field,GA,None,37,367,-0.8992
24,NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,9579840,9701756,-0.0126
260,NM,UT,ENV,Wendover,Wendover,GA,None,59155,58457,0.0119
267,NM,UT,SGU,St. George,St George Municipal,P,N,53977,48582,0.111
309,NM,UT,PVU,Provo,Provo Municipal,P,N,29755,14858,1.0026
354,NM,UT,CDC,Cedar City,Cedar City Regional,P,N,15881,8690,0.8275
433,NM,UT,CNY,Moab,Canyonlands Field,CS,None,7955,9181,-0.1335
442,NM,UT,VEL,Vernal,Vernal Regional,CS,None,7370,5645,0.3056
498,NM,UT,OGD,Ogden,Ogden-Hinckley,CS,None,4290,121,34.4545
649,NM,UT,UT25,Monument Valley,Monument Valley,GA,None,1184,859,0.3783
656,NM,UT,LGU,Logan,Logan-Cache,GA,None,1076,1075,0.0009
681,NM,UT,UT03,Hanksville,Hite,GA,None,874,0,0
751,NM,UT,HIF,Ogden,Hill AFB,GA,None,458,937,-0.5112
791,NM,UT,KNB,Kanab,Kanab Municipal,GA,None,315,13,23.2308
795,NM,UT,DPG,Dugway Proving Ground,Michael AAF (Dugway Proving Ground),GA,None,295,64,3.6094
876,NM,UT,U34,Green River,Green River Municipal,GA,None,126,0,0
926,NM,UT,BCE,Bryce Canyon,Bryce Canyon,GA,None,78,27,1.8889
965,NM,UT,36U,Heber City,Heber City Municipal - Russ McDonald Field,GA,None,55,0,0
1074,NM,UT,74V,Roosevelt,Roosevelt Municipal,GA,None,24,25,-0.04
1079,NM,UT,RIF,Richfield,Richfield Municipal,GA,None,24,13,0.8462
1208,NM,UT,U55,Panguitch,Panguitch Municipal,GA,None,12,18,-0.3333
1238,NM,UT,PUC,Price,Carbon County Regional/Buck Davis Field,GA,None,10,13,-0.2308
1270,NM,UT,BDG,Blanding,Blanding Municipal,GA,None,8,6,0.3333
1384,NM,UT,U77,Spanish Fork,Spanish Fork-Springville-Woodhouse Field,GA,None,5,0,0
1486,NM,UT,1L7,Escalante,Escalante Municipal,GA,None,2,0,0
1600,NM,UT,DTA,Delta,Delta Municipal,GA,None,1,0,0
1604,NM,UT,FOM,Fillmore,Fillmore Municipal,GA,None,1,1,0
23,EA,VA,IAD,Dulles,Washington Dulles International,P,L,10816216,11044383,-0.0207
25,EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,9462231,9053004,0.0452
67,EA,VA,ORF,Norfolk,Norfolk International,P,S,1651440,1606695,0.0278
69,EA,VA,RIC,Highland Springs,Richmond International,P,S,1582565,1571155,0.0073
147,EA,VA,ROA,Roanoke,Roanoke Regional/Woodrum Field,P,N,315877,320961,-0.0158
148,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,N,314139,516789,-0.3921
168,EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,230097,216957,0.0606
236,EA,VA,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,79889,73821,0.0822
296,EA,VA,NGU,Norfolk,Norfolk NS (Chambers Field),GA,None,36565,38143,-0.0414
361,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,P,N,15179,12033,0.2614
712,EA,VA,LFI,Hampton,Langley AFB,GA,None,646,2111,-0.694
717,EA,VA,JYO,Leesburg,Leesburg Executive,GA,None,612,38,15.1053
888,EA,VA,HEF,Manassas,Manassas Regional/Harry P. Davis Field,GA,None,112,793,-0.8588
912,EA,VA,PSK,Dublin,New River Valley,GA,None,90,1,89
975,EA,VA,PVG,Chesapeake,Hampton Roads Executive,GA,None,50,0,0
1016,EA,VA,VJI,Abingdon,Virginia Highlands,GA,None,34,2,16
1026,EA,VA,CJR,Culpeper,Culpeper Regional,GA,None,31,3,9.3333
1069,EA,VA,OKV,Winchester,Winchester Regional,GA,None,25,27,-0.0741
1113,EA,VA,MFV,Melfa,Accomack County,GA,None,20,0,0
1138,EA,VA,RMN,Stafford,Stafford Regional,GA,None,18,31,-0.4194
1155,EA,VA,DAN,Danville,Danville Regional,GA,None,16,6,1.6667
1175,EA,VA,CPK,Chesapeake,Chesapeake Regional,GA,None,14,1,13
1177,EA,VA,FCI,Chesterfield,Richmond Executive-Chesterfield County,GA,None,14,18,-0.2222
1222,EA,VA,BCB,Blacksburg,Virginia Tech/Montgomery Executive,GA,None,10,3,2.3333
1236,EA,VA,OFP,Ashland,Hanover County Municipal,GA,None,10,0,0
1335,EA,VA,MTV,Spencer,Blue Ridge,GA,None,6,0,0
1418,EA,VA,HSP,Hot Springs,Ingalls Field,GA,None,4,0,0
1537,EA,VA,HWY,Warrenton,Warrenton-Fauquier,GA,None,2,1,1
1612,EA,VA,JGG,Williamsburg,Williamsburg-Jamestown,GA,None,1,0,0
1620,EA,VA,PTB,Sutherland,Dinwiddie County,GA,None,1,0,0
1630,EA,VA,W78,South Boston,William M Tuck,GA,None,1,0,0
106,SO,VI,STT,Charlotte Amalie,Cyril E King,P,S,649691,596832,0.0886
180,SO,VI,STX,Christiansted,Henry E Rohlsen,P,N,200727,184331,0.0889
277,SO,VI,VI32,Christiansted St Croix,Christiansted Harbor-SSB,GA,None,44769,45178,-0.0091
282,SO,VI,VI22,Charlotte Amalie,Charlotte Amalie Harbor,GA,None,43542,44452,-0.0205
110,NE,VT,BTV,Burlington,Burlington International,P,S,615026,636019,-0.033
459,NE,VT,RUT,Rutland,Rutland - Southern Vermont Regional,CS,None,5916,5997,-0.0135
1161,NE,VT,MVL,Morrisville,Morrisville-Stowe State,GA,None,16,15,0.0667
1348,NE,VT,6B0,Middlebury,Middlebury State,GA,None,5,5,0
1520,NE,VT,DDH,Bennington,William H. Morse State,GA,None,2,17,-0.8824
1553,NE,VT,MPV,Barre,Edward F Knapp State,GA,None,2,12,-0.8333
15,NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,16121123,15971676,0.0094
72,NM,WA,GEG,Spokane,Spokane International,P,S,1456279,1487913,-0.0213
113,NM,WA,BLI,Bellingham,Bellingham International,P,S,577028,515402,0.1196
144,NM,WA,PSC,Pasco,Tri-Cities,P,N,329833,327008,0.0086
261,NM,WA,YKM,Yakima,Yakima Air Terminal/McAllister Field,P,N,57673,55902,0.0317
268,NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,51347,50927,0.0082
292,NM,WA,PUW,Pullman,Pullman/Moscow Regional,P,N,38547,39134,-0.015
304,NM,WA,ALW,Walla Walla,Walla Walla Regional,P,N,31832,32139,-0.0096
327,NM,WA,BFI,Seattle,Boeing Field/King County International,P,N,23078,34434,-0.3298
363,NM,WA,TCM,Tacoma,McChord Field (Joint Base Lewis-McChord),GA,None,14779,21553,-0.3143
374,NM,WA,WN22,Seattle,Lake Union,GA,None,13076,23350,-0.44
391,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,11555,11283,0.0241
461,NM,WA,CLM,Port Angeles,William R Fairchild International,CS,None,5853,8242,-0.2899
509,NM,WA,ORS,Eastsound,Orcas Island,CS,None,3703,3410,0.0859
559,NM,WA,S60,Kenmore,Kenmore Air Harbor Inc,GA,None,2647,5062,-0.4771
641,NM,WA,W39,Roche Harbor,Roche Harbor,GA,None,1298,2666,-0.5131
671,NM,WA,WA83,West Sound,Westsound/Wsx,GA,None,945,1566,-0.3966
678,NM,WA,NUW,Oak Harbor,Whidbey Island NAS /Ault Field/,GA,None,901,806,0.1179
721,NM,WA,MWH,Moses Lake,Grant County International,GA,None,602,356,0.691
748,NM,WA,PAE,Everett,Snohomish County (Paine Field),GA,None,467,359,0.3008
755,NM,WA,S31,Lopez,Lopez Island,GA,None,445,750,-0.4067
762,NM,WA,W49,Rosario,Rosario,GA,None,426,757,-0.4373
782,NM,WA,74S,Anacortes,Anacortes,GA,None,352,419,-0.1599
806,NM,WA,6S9,Stehekin,Stehekin State,GA,None,269,1194,-0.7747
819,NM,WA,WA13,Chelan,Seaplane Landing Area,GA,None,243,1168,-0.792
851,NM,WA,TIW,Tacoma,Tacoma Narrows,GA,None,169,185,-0.0865
879,NM,WA,8AN6,Medical Lake,Isaacson,GA,None,124,0,0
899,NM,WA,PWT,Bremerton,Bremerton National,GA,None,101,330,-0.6939
936,NM,WA,2S0,Twisp,Twisp Municipal,GA,None,71,0,0
944,NM,WA,11S,Sekiu,Sekiu,GA,None,68,125,-0.456
954,NM,WA,OLM,Olympia,Olympia Regional,GA,None,63,20,2.15
995,NM,WA,RNT,Renton,Renton Municipal,GA,None,42,24,0.75
1048,NM,WA,S50,Auburn,Auburn Municipal,GA,None,28,11,1.5455
1068,NM,WA,OKH,Oak Harbor,Aj Eisenberg,GA,None,25,16,0.5625
1072,NM,WA,0S9,Port Townsend,Jefferson County International,GA,None,24,34,-0.2941
1083,NM,WA,W28,Sequim,Sequim Valley,GA,None,23,36,-0.3611
1139,NM,WA,S18,Forks,Forks,GA,None,18,2,8
1145,NM,WA,ELN,Ellensburg,Bowers Field,GA,None,17,11,0.5455
1163,NM,WA,WA09,Roche Harbor,Roche Harbor,GA,None,16,5,2.2
1171,NM,WA,S52,Winthrop,Methow Valley State,GA,None,15,10,0.5
1172,NM,WA,SHN,Shelton,Sanderson Field,GA,None,15,13,0.1538
1174,NM,WA,7W1,Ilwaco,Port of Ilwaco,GA,None,14,0,0
1209,NM,WA,14S,Westport,Westport,GA,None,11,4,1.75
1211,NM,WA,BVS,Burlington,Skagit Regional,GA,None,11,30,-0.6333
1219,NM,WA,13W,Stanwood,Camano Island Airfield,GA,None,10,0,0
1237,NM,WA,OMK,Omak,Omak,GA,None,10,2,4
1258,NM,WA,HQM,Hoquiam,Bowerman,GA,None,9,13,-0.3077
1314,NM,WA,S10,Chelan,Lake Chelan,GA,None,7,18,-0.6111
1322,NM,WA,63S,Colville,Colville Municipal,GA,None,6,8,-0.25
1324,NM,WA,CLS,Chehalis,Chehalis-Centralia,GA,None,6,4,0.5
1383,NM,WA,SFF,Spokane,Felts Field,GA,None,5,6,-0.1667
1395,NM,WA,68S,Davenport,Davenport,GA,None,4,6,-0.3333
1439,NM,WA,VUO,Vancouver,Pearson Field,GA,None,4,24,-0.8333
1448,NM,WA,8W5,Silverdale,Apex Airpark,GA,None,3,5,-0.4
1508,NM,WA,AWO,Arlington,Arlington Municipal,GA,None,2,4,-0.5
1521,NM,WA,DEW,Deer Park,Deer Park,GA,None,2,0,0
1569,NM,WA,S97,Brewster,Anderson Field,GA,None,2,0,0
1584,NM,WA,W12,Mazama,Lost River Resort,GA,None,2,0,0
1585,NM,WA,W16,Monroe,Firstair Field,GA,None,2,0,0
1621,NM,WA,RLD,Richland,Richland,GA,None,1,0,0
47,GL,WI,MKE,Milwaukee,General Mitchell International,P,M,3710384,4671976,-0.2058
97,GL,WI,MSN,Madison,Dane County Regional-Truax Field,P,S,799053,741365,0.0778
157,GL,WI,GRB,Green Bay,Austin Straubel International,P,N,282973,352157,-0.1965
170,GL,WI,ATW,Appleton,Outagamie County Regional,P,N,229248,242346,-0.054
209,GL,WI,CWA,Mosinee,Central Wisconsin,P,N,120449,135965,-0.1141
226,GL,WI,LSE,La Crosse,La Crosse Municipal,P,N,97321,102958,-0.0548
328,GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,22907,19097,0.1995
396,GL,WI,RHI,Rhinelander,Rhinelander-Oneida County,P,N,11119,26764,-0.5846
723,GL,WI,JVL,Janesville,Southern Wisconsin Regional,GA,None,597,7,84.2857
769,GL,WI,UES,Waukesha,Waukesha County,GA,None,392,312,0.2564
790,GL,WI,C29,Middleton,Middleton Municipal - Morey Field,GA,None,316,184,0.7174
807,GL,WI,VOK,Camp Douglas,Volk Field,GA,None,268,5978,-0.9552
847,GL,WI,OSH,Oshkosh,Wittman Regional,GA,None,175,151,0.1589
855,GL,WI,ENW,Kenosha,Kenosha Regional,GA,None,161,131,0.229
893,GL,WI,SBM,Sheboygan,Sheboygan County Memorial,GA,None,106,26,3.0769
981,GL,WI,91C,Prairie du Sac,Sauk-Prairie,GA,None,48,0,0
999,GL,WI,MTW,Manitowoc,Manitowoc County,GA,None,41,2,19.5
1008,GL,WI,EGV,Eagle River,Eagle River Union,GA,None,37,0,0
1030,GL,WI,STE,Stevens Point,Stevens Point Municipal,GA,None,31,130,-0.7615
1092,GL,WI,RAC,Racine,John H Batten,GA,None,22,1,21
1116,GL,WI,SUE,Sturgeon Bay,Door County Cherryland,GA,None,20,3,5.6667
1232,GL,WI,HYR,Hayward,Sawyer County,GA,None,10,6,0.6667
1256,GL,WI,FLD,Fond du Lac,Fond du Lac County,GA,None,9,5,0.8
1268,GL,WI,ARV,Woodruff,Lakeland/Noble F. Lee Memorial Field,GA,None,8,0,0
1273,GL,WI,DLL,Baraboo,Baraboo Wisconsin Dells,GA,None,8,8,0
1343,GL,WI,UNU,Juneau,Dodge County,GA,None,6,6,0
1353,GL,WI,BUU,Burlington,Burlington Municipal,GA,None,5,10,-0.5
1380,GL,WI,RYV,Watertown,Watertown Municipal,GA,None,5,0,0
1402,GL,WI,AUW,Wausau,Wausau Downtown,GA,None,4,6,-0.3333
1428,GL,WI,PCZ,Waupaca,Waupaca Municipal,GA,None,4,4,0
1618,GL,WI,OEO,Osceola,L O Simenstad Municipal,GA,None,1,0,0
788,WP,WK,AWK,Wake Island,Wake Island Airfield,GA,None,325,340,-0.0441
162,EA,WV,CRW,Charleston,Yeager,P,N,272901,282704,-0.0347
217,EA,WV,HTS,Huntington,Tri-State/Milton J. Ferguson Field,P,N,105548,112522,-0.062
398,EA,WV,LWB,Lewisburg,Greenbrier Valley,P,N,10849,17281,-0.3722
406,EA,WV,MGW,Morgantown,Morgantown Municipal-Walter L. Bill Hart Field,P,N,10239,10674,-0.0408
411,EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,10153,12012,-0.1548
429,EA,WV,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,None,8292,7551,0.0981
564,EA,WV,BKW,Beckley,Raleigh County Memorial,CS,None,2534,2966,-0.1457
969,EA,WV,BLF,Bluefield,Mercer County,GA,None,53,0,0
1282,EA,WV,MRB,Martinsburg,Eastern WV Regional/Shepherd Field,GA,None,8,8,0
1483,EA,WV,W99,Petersburg,Grant County,GA,None,3,2,0.5
1610,EA,WV,I18,Ravenswood,Jackson County,GA,None,1,0,0
161,NM,WY,JAC,Jackson,Jackson Hole,P,N,274343,279065,-0.0169
231,NM,WY,CPR,Casper,Casper/Natrona County International,P,N,88013,77758,0.1319
302,NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,32714,32846,-0.004
312,NM,WY,COD,Cody,Yellowstone Regional,P,N,28551,28019,0.019
313,NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,28270,26219,0.0782
362,NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,P,N,15010,25112,-0.4023
373,NM,WY,RIW,Riverton,Riverton Regional,P,N,13189,14299,-0.0776
377,NM,WY,SHR,Sheridan,Sheridan County,P,N,12889,13324,-0.0326
432,NM,WY,LAR,Laramie,Laramie Regional,CS,None,8131,8493,-0.0426
552,NM,WY,WRL,Worland,Worland Municipal,CS,None,2795,3070,-0.0896
1015,NM,WY,BPI,Big Piney,Miley Memorial Field,GA,None,34,0,0
1144,NM,WY,DUB,Dubois,Dubois Municipal,GA,None,17,9,0.8889
1151,NM,WY,PNA,Pinedale,Ralph Wenz Field,GA,None,17,1,16
1162,NM,WY,SAA,Saratoga,Shively Field,GA,None,16,0,0
1212,NM,WY,DWX,Dixon,Dixon,GA,None,11,0,0
1298,NM,WY,EMM,Kemmerer,Kemmerer Municipal,GA,None,7,5,0.4
1370,NM,WY,LND,Lander,Hunt Field,GA,None,5,9,-0.4444
1398,NM,WY,AFO,Afton,Afton Municipal,GA,None,4,3,0.3333
1526,NM,WY,EVW,Evanston,Evanston-Uinta County Burns Field,GA,None,2,2,0
1527,NM,WY,FBR,Fort Bridger,Fort Bridger,GA,None,2,0,0
1567,NM,WY,RWL,Rawlins,Rawlins Municipal/Harvey Field,GA,None,2,0,0
,,,1632,Total Airports,,, ,,,
