Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 15 Enplanements,CY 14 Enplanements,% Change
1,SO,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,49340732,46604273,0.0587
2,WP,CA,LAX,Los Angeles,Los Angeles International,P,L,36351272,34314197,0.0594
3,GL,IL,ORD,Chicago,Chicago O'Hare International,P,L,36305668,33843426,0.0728
4,SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,31589839,30804567,0.0255
5,EA,NY,JFK,New York,John F Kennedy International,P,L,27782369,26244928,0.0586
6,NM,CO,DEN,Denver,Denver International,P,L,26280043,26000591,0.0107
7,WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,24190560,22770783,0.0624
8,SO,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,21913166,21537725,0.0174
9,WP,NV,LAS,Las Vegas,McCarran International,P,L,21857693,20620248,0.06
10,WP,AZ,PHX,Phoenix,Phoenix Sky Harbor International,P,L,21351504,20344867,0.0495
11,SO,FL,MIA,Miami,Miami International,P,L,20986349,19471466,0.0778
12,SW,TX,IAH,Houston,George Bush Intercontinental/Houston,P,L,20595881,19772087,0.0417
13,NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,20148980,17888080,0.1264
14,SO,FL,MCO,Orlando,Orlando International,P,L,18759938,17278608,0.0857
15,EA,NJ,EWR,Newark,Newark Liberty International,P,L,18684818,17773405,0.0513
16,GL,MN,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain,P,L,17634273,16972678,0.039
17,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,16290362,15507561,0.0505
18,GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,16255520,15775941,0.0304
19,EA,PA,PHL,Philadelphia,Philadelphia International,P,L,15101349,14792339,0.0209
20,EA,NY,LGA,New York,Laguardia,P,L,14319924,13535372,0.058
21,SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,13061632,12031860,0.0856
22,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,11738845,11022200,0.065
23,EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,11242375,10115546,0.1114
24,GL,IL,MDW,Chicago,Chicago Midway International,P,L,10830850,10311996,0.0503
25,NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,10634538,10139065,0.0489
26,EA,VA,IAD,Dulles,Washington Dulles International,P,L,10363974,10415948,-0.005
27,WP,CA,SAN,San Diego,San Diego International,P,L,9985763,9333152,0.0699
28,WP,HI,HNL,Honolulu,Honolulu International,P,L,9479094,9463000,0.0017
29,SO,FL,TPA,Tampa,Tampa International,P,L,9150458,8531561,0.0725
30,NM,OR,PDX,Portland,Portland International,P,L,8340252,7878760,0.0586
31,SW,TX,DAL,Dallas,Dallas Love Field,P,M,7040950,4522341,0.5569
32,CE,MO,STL,St. Louis,Lambert-St Louis International,P,M,6239248,6108758,0.0214
33,SW,TX,HOU,Houston,William P Hobby,P,M,5937990,5800726,0.0237
34,SW,TX,AUS,Austin,Austin-Bergstrom International,P,M,5797562,5219982,0.1106
35,SO,TN,BNA,Nashville,Nashville International,P,M,5715205,5396958,0.059
36,WP,CA,OAK,Oakland,Metropolitan Oakland International,P,M,5506687,5069257,0.0863
37,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,5329711,4870569,0.0943
38,CE,MO,MCI,Kansas City,Kansas City International,P,M,5135127,4982722,0.0306
39,SO,NC,RDU,Raleigh,Raleigh-Durham International,P,M,4954735,4673869,0.0601
40,WP,CA,SNA,Santa Ana,John Wayne Airport-Orange County,P,M,4945209,4584147,0.0788
41,WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,4822480,4621003,0.0436
42,WP,CA,SMF,Sacramento,Sacramento International,P,M,4714729,4384616,0.0753
43,SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,4233638,4187888,0.0109
44,SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,4159215,3948006,0.0535
45,SW,TX,SAT,San Antonio,San Antonio International,P,M,4091434,4046856,0.011
46,GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,3916922,3686315,0.0626
47,EA,PA,PIT,Pittsburgh,Pittsburgh International,P,M,3890681,3827860,0.0164
48,GL,IN,IND,Indianapolis,Indianapolis International,P,M,3889567,3605908,0.0787
49,GL,OH,CMH,Columbus,Port Columbus International,P,M,3312496,3115501,0.0632
50,GL,WI,MKE,Milwaukee,General Mitchell International,P,M,3229897,3228607,0.0004
51,WP,HI,OGG,Kahului,Kahului,P,M,3220753,3019338,0.0667
52,SO,FL,PBI,West Palm Beach,Palm Beach International,P,M,3113591,2926242,0.064
53,SO,KY,CVG,Greater Cincinnati International Airport,Cincinnati/Northern Kentucky International,P,M,3054991,2875844,0.0623
54,NE,CT,BDL,Windsor Locks,Bradley International,P,M,2926054,2913380,0.0044
55,SO,FL,JAX,Jacksonville,Jacksonville International,P,M,2716473,2589198,0.0492
56,AL,AK,ANC,Anchorage,Ted Stevens Anchorage International,P,M,2525893,2381826,0.0605
57,EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2336431,2378469,-0.0177
58,SW,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,2323883,2354184,-0.0129
59,WP,CA,ONT,Ontario,Ontario International,P,M,2089801,2037346,0.0257
60,CE,NE,OMA,Omaha,Eppley Airfield,P,M,2046179,2020354,0.0128
61,WP,CA,BUR,Burbank,Bob Hope,P,S,1973897,1928491,0.0235
62,SO,TN,MEM,Memphis,Memphis International,P,S,1873716,1800268,0.0408
63,SW,OK,OKC,Oklahoma City,Will Rogers World,P,S,1803188,1861272,-0.0312
64,NE,RI,PVD,Warwick,Theodore Francis Green State,P,S,1763676,1764828,-0.0007
65,EA,VA,RIC,Highland Springs,Richmond International,P,S,1740391,1671096,0.0415
66,SO,SC,CHS,Charleston,Charleston AFB/International,P,S,1669988,1539326,0.0849
67,WP,NV,RNO,Reno,Reno/Tahoe International,P,S,1669876,1611572,0.0362
68,SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,1640297,1634983,0.0033
69,WP,AZ,TUS,Tucson,Tucson International,P,S,1549253,1597247,-0.03
70,NM,WA,GEG,Spokane,Spokane International,P,S,1515351,1445572,0.0483
71,EA,VA,ORF,Norfolk,Norfolk International,P,S,1515200,1488114,0.0182
72,WP,HI,LIH,Lihue,Lihue,P,S,1491688,1340014,0.1132
73,NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1487777,1378352,0.0794
74,WP,HI,KOA,Kailua Kona,Kona International at Keahole,P,S,1485777,1403559,0.0586
75,WP,GU,GUM,Tamuning,Guam International,P,S,1420500,1436726,-0.0113
76,SW,TX,ELP,El Paso,El Paso International,P,S,1381392,1395363,-0.01
77,SW,OK,TUL,Tulsa,Tulsa International,P,S,1359582,1371613,-0.0088
78,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1325897,1299214,0.0205
79,GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,1280803,1174821,0.0902
80,EA,NY,ALB,Albany,Albany International,P,S,1276793,1210825,0.0545
81,WP,CA,LGB,Long Beach,Long Beach /Daugherty Field/,P,S,1220937,1368923,-0.1081
82,SO,FL,SFB,Sanford,Orlando Sanford International,P,S,1209382,1064133,0.1365
83,EA,NY,ROC,Rochester,Greater Rochester International,P,S,1177994,1173933,0.0035
84,CE,IA,DSM,Des Moines,Des Moines International,P,S,1156462,1141172,0.0134
85,GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,1041759,1120842,-0.0706
86,NE,NH,MHT,Manchester,Manchester,P,S,1026349,1032964,-0.0064
87,EA,NY,SYR,Syracuse,Syracuse Hancock International,P,S,987732,987169,0.0006
88,SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,980531,932416,0.0516
89,SW,AR,LIT,Little Rock,Bill and Hillary Clinton National/Adams Field,P,S,958510,1005251,-0.0465
90,SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,955097,945477,0.0102
91,WP,CA,PSP,Palm Springs,Palm Springs International,P,S,947728,953607,-0.0062
92,SO,SC,MYR,Myrtle Beach,Myrtle Beach International,P,S,899859,858288,0.0484
93,NE,ME,PWM,Portland,Portland International Jetport,P,S,858449,837820,0.0246
94,SO,TN,TYS,Alcoa,McGhee Tyson,P,S,848390,845913,0.0029
95,SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,848249,851157,-0.0034
96,GL,WI,MSN,Madison,Dane County Regional-Truax Field,P,S,826640,833634,-0.0084
97,SO,FL,PIE,Clearwater,St Pete-Clearwater International,P,S,819974,663810,0.2353
98,SO,FL,PNS,Pensacola,Pensacola International,P,S,787916,758612,0.0386
99,CE,KS,ICT,Wichita,Wichita Dwight D Eisenhower National,P,S,773550,757695,0.0209
100,GL,OH,CAK,Akron,Akron-Canton Regional,P,S,759335,771155,-0.0153
101,EA,NY,HPN,White Plains,Westchester County,P,S,757466,756189,0.0017
102,SO,VI,STT,Charlotte Amalie,Cyril E King,P,S,706098,687172,0.0275
103,WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,695008,710353,-0.0216
104,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,S,666187,669807,-0.0054
105,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,629905,619157,0.0174
106,WP,HI,ITO,Hilo,Hilo International,P,S,627171,626950,0.0004
107,SO,FL,SRQ,Sarasota,Sarasota/Bradenton International,P,S,607449,598219,0.0154
108,SO,KY,LEX,Lexington,Blue Grass,P,S,606980,595083,0.02
109,EA,NY,ISP,Islip,Long Island MacArthur,P,S,603653,646171,-0.0658
110,NM,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,593246,624317,-0.0498
111,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,587967,594346,-0.0107
112,EA,PA,MDT,Harrisburg,Harrisburg International,P,S,587049,644048,-0.0885
113,NE,VT,BTV,Burlington,Burlington International,P,S,581143,602932,-0.0361
114,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,557383,570571,-0.0231
115,SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,533575,498151,0.0711
116,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,519785,523248,-0.0066
117,SW,TX,MAF,Midland,Midland International,P,S,518509,547355,-0.0527
118,NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,512042,482683,0.0608
119,SO,MS,JAN,Jackson,Jackson-Medgar Wiley Evers International,P,S,497042,537821,-0.0758
120,GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,493530,490448,0.0063
121,AL,AK,FAI,Fairbanks,Fairbanks International,P,S,493443,459769,0.0732
122,WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,455232,495150,-0.0806
123,CE,MO,SGF,Springfield,Springfield-Branson National,P,S,447843,420017,0.0662
124,NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,447813,440198,0.0173
125,NM,WA,BLI,Bellingham,Bellingham International,P,S,447693,543346,-0.176
126,SW,TX,LBB,Lubbock,Lubbock Preston Smith International,P,S,443239,451238,-0.0177
127,GL,ND,FAR,Fargo,Hector International,P,S,437188,456372,-0.042
128,SO,FL,ECP,Panama City,Northwest Florida Beaches International,P,S,428704,394570,0.0865
129,SO,FL,PGD,Punta Gorda,Punta Gorda,P,S,421162,336905,0.2501
130,NM,MT,BIL,Billings,Billings Logan International,P,S,420426,420113,0.0007
131,GL,MI,FNT,Flint,Bishop International,P,S,411763,421129,-0.0222
132,AL,AK,JNU,Juneau,Juneau International,P,S,403538,375828,0.0737
133,SO,TN,CHA,Chattanooga,Lovell Field,P,N,393680,356077,0.1056
134,SO,NC,AVL,Asheville,Asheville Regional,P,N,393386,382586,0.0282
135,SW,TX,MFE,McAllen,McAllen Miller International,P,N,391687,385631,0.0157
136,EA,NJ,TTN,Trenton,Trenton Mercer,P,N,389598,377961,0.0308
137,SO,NC,ILM,Wilmington,Wilmington International,P,N,388023,378203,0.026
138,SO,FL,VPS,Valparaiso,Eglin AFB/Destin-Ft Walton Beach,P,N,373072,360542,0.0348
139,NM,OR,MFR,Medford,Rogue Valley International - Medford,P,N,370187,323563,0.1441
140,GL,IL,MLI,Moline,Quad City International,P,N,368114,372526,-0.0118
141,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,366102,380153,-0.037
142,SO,FL,EYW,Key West,Key West International,P,N,362108,383776,-0.0565
143,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,353876,323252,0.0947
144,NM,MT,MSO,Missoula,Missoula International,P,N,350172,334948,0.0455
145,NM,WA,PSC,Pasco,Tri-Cities,P,N,348990,329087,0.0605
146,SW,TX,AMA,Amarillo,Rick Husband Amarillo International,P,N,341132,362412,-0.0587
147,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,N,338312,347977,-0.0278
148,SO,FL,TLH,Tallahassee,Tallahassee International,P,N,332777,339078,-0.0186
149,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,332050,340808,-0.0257
150,EA,PA,ABE,Allentown,Lehigh Valley International,P,N,320544,298306,0.0745
151,GL,IL,PIA,Peoria,General Downing - Peoria International,P,N,318162,320054,-0.0059
152,SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,317154,325437,-0.0255
153,WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,316511,335049,-0.0553
154,GL,IN,SBN,South Bend,South Bend International,P,N,315313,311158,0.0134
155,NM,WY,JAC,Jackson,Jackson Hole,P,N,313151,308509,0.015
156,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,306360,306542,-0.0006
157,EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,300181,305496,-0.0174
158,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,295257,307540,-0.0399
159,GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,295245,302568,-0.0242
160,NM,OR,RDM,Redmond,Roberts Field,P,N,280823,255654,0.0984
161,SO,AL,MOB,Mobile,Mobile Regional,P,N,278053,288376,-0.0358
162,EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,274767,250666,0.0961
163,NE,ME,BGR,Bangor,Bangor International,P,N,273829,317200,-0.1367
164,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,271915,263478,0.032
165,GL,SD,RAP,Rapid City,Rapid City Regional,P,N,264183,266623,-0.0092
166,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,262469,248316,0.057
167,SW,TX,HRL,Harlingen,Valley International,P,N,259864,293306,-0.114
168,GL,WI,ATW,Appleton,Appleton International,P,N,258321,249656,0.0347
169,SW,LA,LFT,Lafayette,Lafayette Regional/Paul Fournet Field,P,N,243840,247857,-0.0162
170,NM,MT,GPI,Kalispell,Glacier Park International,P,N,237501,224820,0.0564
171,WP,NV,BVU,Boulder City,Boulder City Municipal,P,N,234101,211648,0.1061
172,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,233512,217648,0.0729
173,EA,WV,CRW,Charleston,Yeager,P,N,225170,241566,-0.0679
174,SO,FL,MLB,Melbourne,Melbourne International,P,N,220393,214704,0.0265
175,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,220339,230436,-0.0438
176,EA,PA,AVP,Avoca,Wilkes-Barre/Scranton International,P,N,219796,214805,0.0232
177,SO,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities Regional TN/VA,P,N,216426,215259,0.0054
178,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,214404,214313,0.0004
179,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,213225,206820,0.031
180,GL,MI,TVC,Traverse City,Cherry Capital,P,N,210231,196451,0.0701
181,GL,IN,EVV,Evansville,Evansville Regional,P,N,203350,171212,0.1877
182,SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,202197,212239,-0.0473
183,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,N,202104,259082,-0.2199
184,NM,CO,DRO,Durango,Durango-La Plata County,P,N,186800,193764,-0.0359
185,GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,186633,204523,-0.0875
186,NM,MT,GTF,Great Falls,Great Falls International,P,N,182635,190361,-0.0406
187,GL,ND,MOT,Minot,Minot International,P,N,181328,219957,-0.1756
188,EA,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,181105,128415,0.4103
189,GL,MI,LAN,Clinton (Township of),Capital Region International,P,N,180927,202118,-0.1048
190,WP,CA,MRY,Monterey,Monterey Regional,P,N,180605,186935,-0.0339
191,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,176895,189529,-0.0667
192,SO,VI,STX,Christiansted,Henry E Rohlsen,P,N,176588,185899,-0.0501
193,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,175619,169764,0.0345
194,CE,NE,LNK,Lincoln,Lincoln,P,N,160525,142205,0.1288
195,SW,LA,AEX,Alexandria,Alexandria International,P,N,159252,175526,-0.0927
196,AL,AK,BET,Bethel,Bethel,P,N,158824,155936,0.0185
197,NM,CO,EGE,Eagle,Eagle County Regional,P,N,156937,165004,-0.0489
198,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,155952,170361,-0.0846
199,EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,155936,159136,-0.0201
200,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,148960,157012,-0.0513
201,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,147923,166864,-0.1135
202,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,147137,128515,0.1449
203,GL,ND,GFK,Grand Forks,Grand Forks International,P,N,145785,146003,-0.0015
204,WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,144324,151394,-0.0467
205,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,143353,183604,-0.2192
206,EA,NY,SWF,Newburgh,Stewart International,P,N,142603,158556,-0.1006
207,EA,PA,UNV,State College,University Park,P,N,139124,142551,-0.024
208,EA,NY,PBG,Plattsburgh,Plattsburgh International,P,N,131600,139676,-0.0578
209,GL,MN,DLH,Duluth,Duluth International,P,N,131128,153583,-0.1462
210,WP,CA,STS,Santa Rosa,Charles M Schulz - Sonoma County,P,N,129086,117046,0.1029
211,GL,WI,CWA,Mosinee,Central Wisconsin,P,N,126016,125395,0.005
212,AL,AK,KTN,Ketchikan,Ketchikan International,P,N,124747,115948,0.0759
213,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,122081,134832,-0.0946
214,EA,NY,IAG,Niagara Falls,Niagara Falls International,P,N,121616,111212,0.0936
215,WP,CA,BFL,Bakersfield,Meadows Field,P,N,120966,140007,-0.136
216,GL,MI,MBS,Saginaw,MBS International,P,N,119004,122918,-0.0318
217,GL,MN,RST,Rochester,Rochester International,P,N,114657,119874,-0.0435
218,SW,LA,MLU,Monroe,Monroe Regional,P,N,114170,120589,-0.0532
219,SW,TX,LRD,Laredo,Laredo International,P,N,110368,116565,-0.0532
220,SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,109237,118749,-0.0801
221,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,108888,99443,0.095
222,GL,IL,RFD,Rockford,Chicago/Rockford International,P,N,108379,111983,-0.0322
223,NM,WY,CPR,Casper,Casper/Natrona County International,P,N,103123,103397,-0.0026
224,NM,CO,MTJ,Montrose,Montrose Regional,P,N,102756,90630,0.1338
225,GL,ND,ISN,Williston,Sloulin Field International,P,N,102345,114281,-0.1044
226,EA,WV,HTS,Huntington,Tri-State/Milton J Ferguson Field,P,N,101741,96367,0.0558
227,NM,MT,HLN,Helena,Helena Regional,P,N,99460,96869,0.0267
228,SO,PR,PSE,Ponce,Mercedita,P,N,98830,97271,0.016
229,AL,AK,ENA,Kenai,Kenai Municipal,P,N,97820,100448,-0.0262
230,GL,WI,LSE,La Crosse,La Crosse Regional,P,N,94874,98869,-0.0404
231,GL,OH,TOL,Toledo,Toledo Express,P,N,94044,98941,-0.0495
232,NM,CO,HDN,Hayden,Yampa Valley,P,N,93896,92245,0.0179
233,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,90413,86198,0.0489
234,WP,HI,MKK,Kaunakakai,Molokai,P,N,90122,79597,0.1322
235,SW,TX,CLL,College Station,Easterwood Field,P,N,89844,91127,-0.0141
236,GL,IL,CMI,Savoy,University of Illinois-Willard,P,N,89836,95351,-0.0578
